id	title	year	venue	language	RQs	relevance	score	decision	reason
felemban_exaggeration-based_2025	Exaggeration-based {Fake} {Cybersecurity} {News} {Detection}	2025	Proceedings of the 1st {ACM} {Workshop} on {Deepfake}, {Deception}, and {Disinformation} {Security}		RQ3	Baja	1.0	Include	XAI/calibración
buzzi_towards_2025	Towards {Empowering} {Teachers} with {AI} for {Dynamic} {Evaluation} and {Assessment} for {Students} with {Special} {Needs}	2025	Proceedings of the 18th {ACM} {International} {Conference} on {PErvasive} {Technologies} {Related} to {Assistive} {Environments}			Excluir	0.0	Exclude	No trata RAG ni RQs
biancini_multiple-choice_2024	Multiple-{Choice} {Question} {Generation} {Using} {Large} {Language} {Models}: {Methodology} and {Educator} {Insights}	2024	Adjunct {Proceedings} of the 32nd {ACM} {Conference} on {User} {Modeling}, {Adaptation} and {Personalization}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
varga_inquiry_2025	Inquiry {Assistant} {Using} {LLM}-{Generated} {Knowledge} {Graphs}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zhu_bridging_2025	Bridging the {Gender} {Gap}: {The} {Role} of {AI}-{Powered} {Math} {Story} {Creation} in {Learning} {Outcomes}	2025	Proceedings of the 15th {International} {Learning} {Analytics} and {Knowledge} {Conference}			Excluir	0.0	Exclude	No trata RAG ni RQs
lai_graphyour_2025	Graphy'our {Data}: {Towards} {End}-to-{End} {Modeling}, {Exploring} and {Generating} {Report} from {Raw} {Data}	2025	Companion of the 2025 {International} {Conference} on {Management} of {Data}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
huly_old_2024	Old {IR} {Methods} {Meet} {RAG}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
chan_dont_2025	Don't {Do} {RAG}: {When} {Cache}-{Augmented} {Generation} is {All} {You} {Need} for {Knowledge} {Tasks}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
niu_part_2025	{PaRT}: {Enhancing} {Proactive} {Social} {Chatbots} with {Personalized} {Real}-{Time} {Retrieval}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
wang_storyverse_2024	{StoryVerse}: {Towards} {Co}-authoring {Dynamic} {Plot} with {LLM}-based {Character} {Simulation} via {Narrative} {Planning}	2024	Proceedings of the 19th {International} {Conference} on the {Foundations} of {Digital} {Games}		RQ3	Baja	0.5	Include	XAI/calibración
rome_ask_2024	"""{Ask} {Me} {Anything}"": {How} {Comcast} {Uses} {LLMs} to {Assist} {Agents} in {Real} {Time}"	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
juan_co-trained_2025	Co-{Trained} {Retriever}-{Generator} {Framework} for {Question} {Generation} in {Earnings} {Calls}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
he_low-cost_2025	Low-{Cost} {Document} {Retrieval} with {Dense} {Pseudo}-{Query} {Encoding}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_knowledge-based_2025	Knowledge-{Based} {Multi}-{Agent} {Framework} for {Automated} {Software} {Architecture} {Design}	2025	Proceedings of the 33rd {ACM} {International} {Conference} on the {Foundations} of {Software} {Engineering}		RQ2,RQ3	Baja	1.0	Include	Factualidad/alucinaciones y XAI/calibración
bai_insight_2025	Insight {Agents}: {An} {LLM}-{Based} {Multi}-{Agent} {System} for {Data} {Insights}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sarmah_towards_2024	Towards reducing hallucination in extracting information from financial reports using {Large} {Language} {Models}	2024	Proceedings of the {Third} {International} {Conference} on {AI}-{ML} {Systems}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
sun_docs2kg_2025	{Docs2KG}: {A} {Human}-{LLM} {Collaborative} {Approach} to {Unified} {Knowledge} {Graph} {Construction} from {Heterogeneous} {Documents}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
ugarte_astral_2025	{ASTRAL}: {A} {Tool} for the {Automated} {Safety} {Testing} of {Large} {Language} {Models}	2025	Proceedings of the 34th {ACM} {SIGSOFT} {International} {Symposium} on {Software} {Testing} and {Analysis}			Excluir	0.0	Exclude	No trata RAG ni RQs
ma_fine-tuning_2024	Fine-{Tuning} {LLaMA} for {Multi}-{Stage} {Text} {Retrieval}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}			Excluir	0.0	Exclude	No trata RAG ni RQs
shen_retrieval-augmented_2025	Retrieval-{Augmented} {Image} {Captioning} and {Generation} with {Entity} {Concepts} {Enhancement} for {Baidu} {Multimodal} {Advertising}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zhang_modelgalaxy_2024	{ModelGalaxy}: {A} {Versatile} {Model} {Retrieval} {Platform}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
ngom_mallet_2024	Mallet: {SQL} {Dialect} {Translation} with {LLM} {Rule} {Generation}	2024	Proceedings of the {Seventh} {International} {Workshop} on {Exploiting} {Artificial} {Intelligence} {Techniques} for {Data} {Management}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
frey_pots_2025	{POTS} - {A} {Polyparadigmatic} {Ontology} {Term} {Search} with {Fine}-{Grained} {Context} {Steering} using {Hyper}-{Level} {Vector} {Spaces}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025			Excluir	0.0	Exclude	No trata RAG ni RQs
van_schaik_field_2024	A {Field} {Guide} to {Automatic} {Evaluation} of {LLM}-{Generated} {Summaries}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
buchmann_white-box_2024	White-box {LLM}-supported {Low}-code {Engineering}: {A} {Vision} and {First} {Insights}	2024	Proceedings of the {ACM}/{IEEE} 27th {International} {Conference} on {Model} {Driven} {Engineering} {Languages} and {Systems}		RQ3	Baja	0.5	Include	XAI/calibración
venkatakrishnan_semantic_2024	Semantic interlinking of {Immigration} {Data} using {LLMs} for {Knowledge} {Graph} {Construction}	2024	Companion {Proceedings} of the {ACM} {Web} {Conference} 2024		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
tian_template-based_2025	Template-{Based} {Financial} {Report} {Generation} in {Agentic} and {Decomposed} {Information} {Retrieval}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ4	Baja	1.0	Include	Métricas/metodologías
wang_paperping_2025	{PaperPing}: {A} {Socially}-aware {AI} {Agent} that {Recommends} {Academic} {Papers} to {Research} {Group} {Chats} with {Contextualized} {Explanations}	2025	Companion {Publication} of the 2025 {Conference} on {Computer}-{Supported} {Cooperative} {Work} and {Social} {Computing}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhao_ontology-guided_2025	Ontology-{Guided} {Knowledge} {Graph} {Retrieval} for {Multi}-{Hop} and {Cross}-{Granularity} {Store} {Fulfillment} {Queries}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_automating_2024	Automating {Geospatial} {Analysis} {Workflows} {Using} {ChatGPT}-4	2024	Proceedings of the 32nd {ACM} {International} {Conference} on {Advances} in {Geographic} {Information} {Systems}		RQ4	Baja	0.5	Include	Métricas/metodologías
zhou_dataset_2025	Dataset for {Industrial} {Question} {Answering} with {Explanation} and {Scalable} {Ensemble} {Generation}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ1,RQ2,RQ3,RQ4	Media	2.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
diaz-de-arcaya_towards_2024	Towards the self-healing of {Infrastructure} as {Code} projects using constrained {LLM} technologies	2024	Proceedings of the 5th {ACM}/{IEEE} {International} {Workshop} on {Automated} {Program} {Repair}		RQ2,RQ3	Baja	1.0	Include	Factualidad/alucinaciones y XAI/calibración
zhao_best_2025	Best practice for supply chain in {LLM}-assisted medical applications	2025	Proceedings of the 34th {ACM} {SIGSOFT} {International} {Symposium} on {Software} {Testing} and {Analysis}		RQ2,RQ3	Baja	1.0	Include	Factualidad/alucinaciones y XAI/calibración
galitsky_truth-o-meter_2024	Truth-{O}-{Meter}: {Handling} {Multiple} {Inconsistent} {Sources} {Repairing} {LLM} {Hallucinations}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
zinjad_resumeflow_2024	{ResumeFlow}: {An} {LLM}-facilitated {Pipeline} for {Personalized} {Resume} {Generation} and {Refinement}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bayer_towards_2025	Towards {A} {Modular} {End}-{To}-{End} {Machine} {Learning} {Benchmarking} {Framework}	2025	Proceedings of the 3rd {International} {Workshop} on {Testing} {Distributed} {Internet} of {Things} {Systems}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
yu_biasnavi_2025	{BiasNavi}: {LLM}-{Empowered} {Data} {Bias} {Management}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
zhao_checkguard_2024	{CheckGuard}: {Advancing} {Stolen} {Check} {Detection} with a {Cross}-{Modal} {Image}-{Text} {Benchmark} {Dataset}	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ4	Baja	0.5	Include	Métricas/metodologías
lyu_towards_2024	Towards {Advancing} {Text}-{Based} {User} and {Item} {Representation} in {Personalized} {Recommendation}	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
urban_demonstrating_2024	Demonstrating {CAESURA}: {Language} {Models} as {Multi}-{Modal} {Query} {Planners}	2024	Companion of the 2024 {International} {Conference} on {Management} of {Data}		RQ3	Baja	1.0	Include	XAI/calibración
nadel_enabling_2024	Enabling access to large-language models ({LLMs}) at scale for higher education	2024	Practice and {Experience} in {Advanced} {Research} {Computing} 2024: {Human} {Powered} {Computing}		RQ4	Baja	0.5	Include	Métricas/metodologías
colombo_leveraging_2024	Leveraging {Knowledge} {Graphs} and {LLMs} to {Support} and {Monitor} {Legislative} {Systems}	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kuchenbuch_smart_2025	Smart {Grid} {Assistive} {AI} in {Requirement} {Engineering}: {Improving} the {Modeling} of {Use} {Cases} and {Architecture} {Models} with {LLMs}	2025	Proceedings of the 16th {ACM} {International} {Conference} on {Future} and {Sustainable} {Energy} {Systems}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
kim_cyberally_2025	{CyberAlly}: {Leveraging} {LLMs} and {Knowledge} {Graphs} to {Empower} {Cyber} {Defenders}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
khatua_evaluating_2025	Evaluating {LLMs}' ({In})ability to {Follow} {Prompts} in {QA} {Tasks}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
dieing_traditional_2025	Traditional and {Deep} {Learning} {Methods} for {Trustworthy} {Intent} {Classification} in {Conversational} {Agent} {Voting} {Advice} {Applications} ({CAVAAs})	2025	Proceedings of the {Mensch} {Und} {Computer} 2025		RQ1,RQ3,RQ4	Media	1.5	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
ranaut_text_2025	Text {Obsoleteness} {Detection} using {Large} {Language} {Models}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
dewan_llm-driven_2025	{LLM}-{Driven} {Usefulness} {Labeling} for {IR} {Evaluation}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
capari_sciencedirect_2024	{ScienceDirect} {Topic} {Pages}: {A} {Knowledge} {Base} of {Scientific} {Concepts} {Across} {Various} {Science} {Domains}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ3	Baja	1.0	Include	XAI/calibración
isahagian_publish-subscribe_2023	Publish-subscribe with large language models: {Improving} expressiveness with natural language and generated custom notifications: {Poster} {Abstract}	2023	Proceedings of the 24th {International} {Middleware} {Conference}: {Demos}, {Posters} and {Doctoral} {Symposium}			Excluir	0.0	Exclude	No trata RAG ni RQs
abrami_vr-parlexplorer_2025	{VR}-{ParlExplorer}: {A} {Hypertext} {System} for the {Collaborative} {Interaction} in {Parliamentary} {Debate} {Spaces}	2025	Proceedings of the 36th {ACM} {Conference} on {Hypertext} and {Social} {Media}			Excluir	0.0	Exclude	No trata RAG ni RQs
jiang_bridging_2024	Bridging {Dictionary}: {AI}-{Generated} {Dictionary} of {Partisan} {Language} {Use}	2024	Companion {Publication} of the 2024 {Conference} on {Computer}-{Supported} {Cooperative} {Work} and {Social} {Computing}		RQ1,RQ4	Baja	1.0	Include	Confianza/percepción y Métricas/metodologías
parikh_echoguide_2024	{EchoGuide}: {Active} {Acoustic} {Guidance} for {LLM}-{Based} {Eating} {Event} {Analysis} from {Egocentric} {Videos}	2024	Proceedings of the 2024 {ACM} {International} {Symposium} on {Wearable} {Computers}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
jia_agentir_2025	{AgentIR}: 2nd {Workshop} on {Agent}-based {Information} {Retrieval}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}			Excluir	0.0	Exclude	No trata RAG ni RQs
cheng_sqlord_2025	{SQLord}: {A} {Robust} {Enterprise} {Text}-to-{SQL} {Solution} via {Reverse} {Data} {Generation} and {Workflow} {Decomposition}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
fleshman_re-adaptir_2025	{RE}-{AdaptIR}: {Improving} {Information} {Retrieval} through {Reverse} {Engineered} {Adaptation}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ4	Baja	0.5	Include	Métricas/metodologías
arabzadeh_human-ai_2025	A {Human}-{AI} {Comparative} {Analysis} of {Prompt} {Sensitivity} in {LLM}-{Based} {Relevance} {Judgment}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ4	Baja	0.5	Include	Métricas/metodologías
di_sipio_use_2024	On the use of {LLMs} to support the development of domain-specific modeling languages	2024	Proceedings of the {ACM}/{IEEE} 27th {International} {Conference} on {Model} {Driven} {Engineering} {Languages} and {Systems}		RQ3	Baja	0.5	Include	XAI/calibración
ferrato_exploring_2025	Exploring the {Potential} of {Multimodal} {Large} {Language} {Models} for {Question} {Answering} on {Artworks}	2025	Adjunct {Proceedings} of the 33rd {ACM} {Conference} on {User} {Modeling}, {Adaptation} and {Personalization}		RQ4	Baja	0.5	Include	Métricas/metodologías
kemper_retrieval-augmented_2024	Retrieval-{Augmented} {Conversational} {Recommendation} with {Prompt}-based {Semi}-{Structured} {Natural} {Language} {State} {Tracking}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ3	Baja	1.0	Include	XAI/calibración
wheeler_procedural_2025	Procedural {Memory} {Is} {Not} {All} {You} {Need}: {Bridging} {Cognitive} {Gaps} in {LLM}-{Based} {Agents}	2025	Adjunct {Proceedings} of the 33rd {ACM} {Conference} on {User} {Modeling}, {Adaptation} and {Personalization}		RQ3	Baja	0.5	Include	XAI/calibración
